;Evento;Aprovação;Início Pagamento;Espécie de Ação;Classe de Ação;Provento por Ação (Reais/Ação);ano;cvm;empresa_descr
7;Reunião do Conselho de Administração;10/11/2008;02/01/2012      ;Preferencial;              ;0,01400;2011;7617;ITAUSA
8;Reunião do Conselho de Administração;19/12/2011;13/03/2012      ;Ordinária;              ;0,14000;2011;7617;ITAUSA
9;Reunião do Conselho de Administração;19/12/2011;13/03/2012      ;Preferencial;              ;0,14000;2011;7617;ITAUSA
10;Reunião do Conselho de Administração;28/02/2012;13/03/2012      ;Ordinária;              ;0,01288;2011;7617;ITAUSA
11;Reunião do Conselho de Administração;28/02/2012;13/03/2012      ;Preferencial;              ;0,01288;2011;7617;ITAUSA
12;Reunião do Conselho de Administração;10/11/2008;02/04/2012      ;Ordinária;              ;0,01400;2011;7617;ITAUSA
13;Reunião do Conselho de Administração;10/11/2008;02/04/2012      ;Preferencial;              ;0,01400;2011;7617;ITAUSA
14;Reunião do Conselho de Administração;28/02/2012;08/06/2012      ;Ordinária;              ;0,13482;2011;7617;ITAUSA
15;Reunião do Conselho de Administração;28/02/2012;08/06/2012      ;Preferencial;              ;0,13482;2011;7617;ITAUSA
0;Reunião do Conselho de Administração       ;17/10/2011;09/04/2012      ;Preferencial;Preferencial Classe A;0,02816;2011;8087;LOJAS AMERIC
1;Reunião do Conselho de Administração       ;17/10/2011;09/04/2012      ;Ordinária;                     ;0,02816;2011;8087;LOJAS AMERIC
2;Reunião do Conselho de Administração       ;31/12/2011;09/04/2012      ;Preferencial;Preferencial Classe A;0,01073;2011;8087;LOJAS AMERIC
3;Reunião do Conselho de Administração       ;31/12/2011;09/04/2012      ;Ordinária;                     ;0,01073;2011;8087;LOJAS AMERIC
4;Assembléia Geral Ordinária e Extraordinária;29/02/2012;09/04/2012      ;Preferencial;Preferencial Classe A;0,06820;2011;8087;LOJAS AMERIC
5;Assembléia Geral Ordinária e Extraordinária;29/02/2012;09/04/2012      ;Ordinária;                     ;0,06820;2011;8087;LOJAS AMERIC
0;Reunião do Conselho de Administração;16/12/2010;20/04/2011      ;Ordinária;              ;0,57400;2011;8133;LOJAS RENNER
1;Reunião do Conselho de Administração;14/03/2011;30/04/2012      ;Ordinária;              ;0,15100;2011;8133;LOJAS RENNER
2;Assembléia Geral Ordinária          ;11/04/2011;20/04/2011      ;Ordinária;              ;1,31420;2011;8133;LOJAS RENNER
3;Reunião do Conselho de Administração;26/06/2011;30/04/2012      ;Ordinária;              ;0,15440;2011;8133;LOJAS RENNER
4;Reunião do Conselho de Administração;23/09/2011;30/04/2012      ;Ordinária;              ;0,15810;2011;8133;LOJAS RENNER
5;Reunião do Conselho de Administração;19/12/2011;30/04/2012      ;Ordinária;              ;0,16020;2011;8133;LOJAS RENNER
6;Proposta                            ;20/04/2012;30/04/2012      ;Ordinária;              ;1,43489;2011;8133;LOJAS RENNER
0;Reunião do Conselho de Administração;23/02/2011;30/06/2011      ;Ordinária;              ;0,02900;2011;8451;MARCOPOLO
1;Reunião do Conselho de Administração;23/02/2011;30/06/2011      ;Preferencial;              ;0,02900;2011;8451;MARCOPOLO
2;Reunião do Conselho de Administração;09/05/2011;30/09/2011      ;Ordinária;              ;0,02900;2011;8451;MARCOPOLO
3;Reunião do Conselho de Administração;09/05/2011;30/09/2011      ;Preferencial;              ;0,02900;2011;8451;MARCOPOLO
4;Reunião do Conselho de Administração;08/08/2011;30/12/2011      ;Ordinária;              ;0,02900;2011;8451;MARCOPOLO
5;Reunião do Conselho de Administração;08/08/2011;30/12/2011      ;Preferencial;              ;0,02900;2011;8451;MARCOPOLO
6;Reunião do Conselho de Administração;09/12/2011;30/03/2012      ;Ordinária;              ;0,03500;2011;8451;MARCOPOLO
7;Reunião do Conselho de Administração;09/12/2011;30/03/2012      ;Preferencial;              ;0,03500;2011;8451;MARCOPOLO
8;Reunião do Conselho de Administração;09/12/2011;30/03/2012      ;Ordinária;              ;0,25000;2011;8451;MARCOPOLO
9;Reunião do Conselho de Administração;09/12/2011;30/03/2012      ;Preferencial;              ;0,25000;2011;8451;MARCOPOLO
0;Reunião do Conselho de Administração;12/08/2011;15/12/2011      ;Ordinária;              ;0,97474;2011;8575;METAL LEVE
1;Reunião do Conselho de Administração;09/12/2011;20/12/2011      ;Ordinária;              ;0,57607;2011;8575;METAL LEVE
2;Reunião do Conselho de Administração;09/12/2011;20/12/2011      ;Ordinária;              ;2,65176;2011;8575;METAL LEVE
3;Reunião do Conselho de Administração;20/12/2011;15/02/2012      ;Ordinária;              ;0,14817;2011;8575;METAL LEVE
0;Reunião do Conselho de Administração;15/02/2012;08/03/2012      ;Ordinária;              ;0,11000;2011;8656;GERDAU MET
1;Reunião do Conselho de Administração;15/02/2012;08/03/2012      ;Preferencial;              ;0,11000;2011;8656;GERDAU MET
0;Reunião do Conselho de Administração;21/10/2011;21/12/2011      ;Ordinária;                     ;0,65000;2011;8753;METISA
1;Reunião do Conselho de Administração;21/10/2011;21/12/2011      ;Preferencial;Preferencial Classe A;0,71500;2011;8753;METISA
0;Reunião de Diretoria;03/01/2011;14/01/2011      ;Ordinária;              ;0,79658;2011;8893;MONT ARANHA
1;Reunião de Diretoria;23/03/2011;06/04/2011      ;Ordinária;              ;1,10636;2011;8893;MONT ARANHA
2;Reunião de Diretoria;16/06/2011;01/07/2011      ;Ordinária;              ;0,79658;2011;8893;MONT ARANHA
3;Reunião de Diretoria;29/09/2011;11/10/2011      ;Ordinária;              ;2,27218;2011;8893;MONT ARANHA
4;Reunião de Diretoria;01/12/2011;13/12/2011      ;Ordinária;              ;0,44255;2011;8893;MONT ARANHA
5;Reunião de Diretoria;29/09/2011;11/10/2011      ;Ordinária;              ;0,45136;2011;8893;MONT ARANHA
0;Reunião do Conselho de Administração;21/01/2011;01/02/2011      ;Ordinária;              ;0,03199;2011;9040;NADIR FIGUEI
1;Reunião do Conselho de Administração;21/01/2011;01/02/2011      ;Preferencial;              ;0,03199;2011;9040;NADIR FIGUEI
2;Reunião do Conselho de Administração;18/03/2011;01/04/2011      ;Ordinária;              ;0,03199;2011;9040;NADIR FIGUEI
3;Reunião do Conselho de Administração;18/03/2011;01/04/2011      ;Preferencial;              ;0,03199;2011;9040;NADIR FIGUEI
4;Reunião do Conselho de Administração;16/05/2011;01/06/2011      ;Ordinária;              ;0,04799;2011;9040;NADIR FIGUEI
5;Reunião do Conselho de Administração;16/05/2011;01/06/2011      ;Preferencial;              ;0,04799;2011;9040;NADIR FIGUEI
6;Reunião do Conselho de Administração;16/08/2011;01/09/2011      ;Ordinária;              ;0,04799;2011;9040;NADIR FIGUEI
7;Reunião do Conselho de Administração;16/08/2011;01/09/2011      ;Preferencial;              ;0,04799;2011;9040;NADIR FIGUEI
8;Reunião do Conselho de Administração;05/09/2011;26/09/2011      ;Ordinária;              ;0,06399;2011;9040;NADIR FIGUEI
9;Reunião do Conselho de Administração;05/09/2011;26/09/2011      ;Preferencial;              ;0,06399;2011;9040;NADIR FIGUEI
10;Reunião do Conselho de Administração;10/11/2011;01/12/2011      ;Ordinária;              ;0,06399;2011;9040;NADIR FIGUEI
11;Reunião do Conselho de Administração;10/11/2011;01/12/2011      ;Preferencial;              ;0,06399;2011;9040;NADIR FIGUEI
12;Reunião do Conselho de Administração;27/12/2011;23/02/2012      ;Ordinária;              ;0,15599;2011;9040;NADIR FIGUEI
13;Reunião do Conselho de Administração;27/12/2011;23/02/2012      ;Preferencial;              ;0,15599;2011;9040;NADIR FIGUEI
0;Reunião do Conselho de Administração       ;29/12/2010;10/05/2011      ;Ordinária;                     ;0,34000;2011;9067;SUZANO HOLD
1;Reunião do Conselho de Administração       ;29/12/2010;10/05/2011      ;Preferencial;Preferencial Classe A;0,37400;2011;9067;SUZANO HOLD
2;Reunião do Conselho de Administração       ;29/12/2010;10/05/2011      ;Preferencial;Preferencial Classe B;0,37400;2011;9067;SUZANO HOLD
3;Assembléia Geral Ordinária e Extraordinária;29/04/2011;10/05/2011      ;Ordinária;                     ;0,03200;2011;9067;SUZANO HOLD
4;Assembléia Geral Ordinária e Extraordinária;29/04/2011;10/05/2011      ;Preferencial;Preferencial Classe A;0,03520;2011;9067;SUZANO HOLD
5;Assembléia Geral Ordinária e Extraordinária;29/04/2011;10/05/2011      ;Preferencial;Preferencial Classe B;0,03520;2011;9067;SUZANO HOLD
6;Reunião do Conselho de Administração       ;22/12/2011;27/04/2012      ;Ordinária;                     ;0,18980;2011;9067;SUZANO HOLD
7;Reunião do Conselho de Administração       ;22/12/2011;27/04/2012      ;Preferencial;Preferencial Classe A;0,20880;2011;9067;SUZANO HOLD
8;Reunião do Conselho de Administração       ;22/12/2011;27/04/2012      ;Preferencial;Preferencial Classe B;0,20880;2011;9067;SUZANO HOLD
0;Reunião do Conselho de Administração;16/11/2010;03/01/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
1;Reunião do Conselho de Administração;16/11/2010;03/01/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
2;Reunião do Conselho de Administração;06/12/2010;18/02/2011      ;Ordinária;              ;0,48246;2011;906;BRADESCO
3;Reunião do Conselho de Administração;06/12/2010;18/02/2011      ;Ordinária;              ;0,53070;2011;906;BRADESCO
4;Reunião do Conselho de Administração;20/12/2010;01/02/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
5;Reunião do Conselho de Administração;20/12/2010;01/02/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
6;Reunião do Conselho de Administração;21/01/2011;01/03/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
7;Reunião do Conselho de Administração;21/01/2011;01/03/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
8;Reunião de Diretoria                ;31/01/2011;18/02/2011      ;Ordinária;              ;0,07977;2011;906;BRADESCO
9;Reunião de Diretoria                ;31/01/2011;18/02/2011      ;Preferencial;              ;0,08774;2011;906;BRADESCO
10;Reunião do Conselho de Administração;14/02/2011;01/04/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
11;Reunião do Conselho de Administração;14/02/2011;01/04/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
12;Reunião do Conselho de Administração;18/03/2011;02/05/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
13;Reunião do Conselho de Administração;18/03/2011;02/05/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
14;Reunião do Conselho de Administração;18/04/2011;01/06/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
15;Reunião do Conselho de Administração;18/04/2011;01/06/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
16;Reunião do Conselho de Administração;18/05/2011;01/07/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
17;Reunião do Conselho de Administração;18/05/2011;01/07/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
18;Reunião de Diretoria                ;14/06/2011;18/07/2011      ;Ordinária;              ;0,15552;2011;906;BRADESCO
19;Reunião de Diretoria                ;14/06/2011;18/07/2011      ;Preferencial;              ;0,17107;2011;906;BRADESCO
20;Reunião do Conselho de Administração;20/06/2011;01/08/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
21;Reunião do Conselho de Administração;20/06/2011;01/08/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
22;Reunião do Conselho de Administração;18/07/2011;01/09/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
23;Reunião do Conselho de Administração;18/07/2011;01/09/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
24;Reunião do Conselho de Administração;19/08/2011;03/10/2011      ;Ordinária;              ;0,01321;2011;906;BRADESCO
25;Reunião do Conselho de Administração;19/08/2011;03/10/2011      ;Preferencial;              ;0,01454;2011;906;BRADESCO
26;Reunião do Conselho de Administração;19/09/2011;01/11/2011      ;Ordinária;              ;0,01454;2011;906;BRADESCO
27;Reunião do Conselho de Administração;19/09/2011;01/11/2011      ;Preferencial;              ;0,01599;2011;906;BRADESCO
28;Reunião do Conselho de Administração;17/10/2011;01/12/2011      ;Ordinária;              ;0,01454;2011;906;BRADESCO
29;Reunião do Conselho de Administração;17/10/2011;01/12/2011      ;Preferencial;              ;0,01599;2011;906;BRADESCO
30;Reunião de Diretoria                ;07/11/2011;08/03/2012      ;Ordinária;              ;0,57620;2011;906;BRADESCO
31;Reunião de Diretoria                ;07/11/2011;08/03/2012      ;Preferencial;              ;0,63382;2011;906;BRADESCO
32;Reunião do Conselho de Administração;18/11/2011;02/01/2012      ;Ordinária;              ;0,01454;2011;906;BRADESCO
33;Reunião do Conselho de Administração;18/11/2011;02/01/2012      ;Preferencial;              ;0,01599;2011;906;BRADESCO
34;Reunião do Conselho de Administração;20/12/2011;01/02/2012      ;Ordinária;              ;0,01454;2011;906;BRADESCO
35;Reunião do Conselho de Administração;20/12/2011;01/02/2012      ;Preferencial;              ;0,01599;2011;906;BRADESCO
36;Reunião do Conselho de Administração;20/01/2012;01/03/2012      ;Ordinária;              ;0,01454;2011;906;BRADESCO
37;Reunião do Conselho de Administração;20/01/2012;01/03/2012      ;Preferencial;              ;0,01599;2011;906;BRADESCO
0;Reunião do Conselho de Administração;09/08/2011;31/08/2011      ;Ordinária;              ;0,86590;2011;9342;DIMED
1;Reunião de Diretoria                ;09/08/2011;31/08/2011      ;Preferencial;              ;0,95250;2011;9342;DIMED
2;Reunião do Conselho de Administração;21/12/2011;30/03/2012      ;Ordinária;              ;0,67170;2011;9342;DIMED
3;Reunião do Conselho de Administração;21/12/2011;30/03/2012      ;Preferencial;              ;0,73880;2011;9342;DIMED
4;Reunião do Conselho de Administração;21/12/2011;30/04/2012      ;Ordinária;              ;0,67170;2011;9342;DIMED
5;Reunião do Conselho de Administração;21/12/2011;30/04/2012      ;Preferencial;              ;0,73880;2011;9342;DIMED
0;Reunião do Conselho de Administração;25/02/2011;31/03/2011      ;Ordinária;              ;0,17000;2011;9512;PETROBRAS
1;Reunião do Conselho de Administração;25/02/2011;31/03/2011      ;Preferencial;              ;0,17000;2011;9512;PETROBRAS
2;Assembléia Geral Ordinária          ;28/04/2011;27/06/2011      ;Ordinária;              ;0,12000;2011;9512;PETROBRAS
3;Assembléia Geral Ordinária          ;28/04/2011;27/06/2011      ;Preferencial;              ;0,12000;2011;9512;PETROBRAS
4;Reunião do Conselho de Administração;29/04/2011;31/05/2011      ;Ordinária;              ;0,20000;2011;9512;PETROBRAS
5;Reunião do Conselho de Administração;29/04/2011;31/05/2011      ;Preferencial;              ;0,20000;2011;9512;PETROBRAS
6;Reunião do Conselho de Administração;22/07/2011;31/08/2011      ;Ordinária;              ;0,20000;2011;9512;PETROBRAS
7;Reunião do Conselho de Administração;22/07/2011;31/08/2011      ;Preferencial;              ;0,20000;2011;9512;PETROBRAS
8;Reunião do Conselho de Administração;28/10/2011;30/11/2011      ;Ordinária;              ;0,20000;2011;9512;PETROBRAS
9;Reunião do Conselho de Administração;28/10/2011;30/11/2011      ;Preferencial;              ;0,20000;2011;9512;PETROBRAS
10;Reunião do Conselho de Administração;22/12/2011;                ;Ordinária;              ;0,20000;2011;9512;PETROBRAS
11;Reunião do Conselho de Administração;22/12/2011;                ;Preferencial;              ;0,20000;2011;9512;PETROBRAS
12;Reunião do Conselho de Administração;09/02/2012;                ;Ordinária;              ;0,12000;2011;9512;PETROBRAS
13;Reunião do Conselho de Administração;09/02/2012;                ;Preferencial;              ;0,12000;2011;9512;PETROBRAS
0;Reunião do Conselho de Administração;11/08/2011;26/09/2011      ;Preferencial;Preferencial Classe A;0,13821;2011;9954;ALFA HOLDING
1;Reunião do Conselho de Administração;24/01/2012;09/03/2012      ;Preferencial;Preferencial Classe A;0,02400;2011;9954;ALFA HOLDING
2;Reunião do Conselho de Administração;24/01/2012;09/03/2012      ;Preferencial;Preferencial Classe A;0,18470;2011;9954;ALFA HOLDING
0;Reunião de Diretoria;27/11/2012;28/12/2012      ;Ordinária;              ;0,29718;2012;1023;BRASIL
1;Reunião de Diretoria;13/03/2012;22/05/2012      ;Ordinária;              ;0,29328;2012;1023;BRASIL
2;Reunião de Diretoria;02/05/2012;22/05/2012      ;Ordinária;              ;0,06331;2012;1023;BRASIL
3;Reunião de Diretoria;16/06/2012;23/07/2012      ;Ordinária;              ;0,29675;2012;1023;BRASIL
4;Reunião de Diretoria;07/08/2012;31/08/2012      ;Ordinária;              ;0,12237;2012;1023;BRASIL
5;Reunião de Diretoria;28/08/2012;20/09/2012      ;Ordinária;              ;0,28582;2012;1023;BRASIL
6;Reunião de Diretoria;06/11/2012;26/11/2012      ;Ordinária;              ;0,10693;2012;1023;BRASIL
7;Reunião de Diretoria;07/02/2012;29/02/2012      ;Ordinária;              ;0,15445;2012;1023;BRASIL
8;Reunião de Diretoria;13/12/2011;02/03/2012      ;Ordinária;              ;0,27742;2012;1023;BRASIL
9;Reunião de Diretoria;19/02/2013;14/03/2013      ;Ordinária;              ;0,25806;2012;1023;BRASIL
0;Reunião do Conselho de Administração;16/03/2012;18/04/2012      ;Ordinária;              ;0,05917;2012;10456;ALPARGATAS
1;Reunião do Conselho de Administração;16/03/2012;18/04/2012      ;Preferencial;              ;0,06509;2012;10456;ALPARGATAS
2;Reunião do Conselho de Administração;04/05/2012;04/07/2012      ;Ordinária;              ;0,05429;2012;10456;ALPARGATAS
3;Reunião do Conselho de Administração;04/05/2012;04/07/2012      ;Preferencial;              ;0,05972;2012;10456;ALPARGATAS
4;Reunião do Conselho de Administração;06/08/2012;03/09/2012      ;Ordinária;              ;0,05130;2012;10456;ALPARGATAS
5;Reunião do Conselho de Administração;06/08/2012;03/09/2012      ;Preferencial;              ;0,05643;2012;10456;ALPARGATAS
6;Reunião do Conselho de Administração;09/11/2012;12/12/2012      ;Ordinária;              ;0,05230;2012;10456;ALPARGATAS
7;Reunião do Conselho de Administração;09/11/2012;12/12/2012      ;Preferencial;              ;0,05753;2012;10456;ALPARGATAS
0;Assembléia Geral Ordinária;25/04/2012;30/04/2012      ;Ordinária;              ;0,87824;2012;10472;SARAIVA LIVR
1;Assembléia Geral Ordinária;25/04/2012;30/04/2012      ;Preferencial;              ;0,87824;2012;10472;SARAIVA LIVR
0;Assembléia Geral Ordinária          ;30/04/2012;28/12/2012      ;Ordinária;                     ;0,90891;2012;10880;SONDOTECNICA
1;Assembléia Geral Ordinária          ;30/04/2012;28/12/2012      ;Preferencial;Preferencial Classe A;0,99980;2012;10880;SONDOTECNICA
2;Assembléia Geral Ordinária          ;30/04/2012;28/12/2012      ;Preferencial;Preferencial Classe B;0,99980;2012;10880;SONDOTECNICA
3;Reunião do Conselho de Administração;16/12/2011;28/12/2012      ;Ordinária;                     ;1,33685;2012;10880;SONDOTECNICA
4;Reunião do Conselho de Administração;16/12/2011;28/12/2012      ;Preferencial;Preferencial Classe A;1,47053;2012;10880;SONDOTECNICA
5;Reunião do Conselho de Administração;16/12/2011;28/12/2012      ;Preferencial;Preferencial Classe B;1,47053;2012;10880;SONDOTECNICA
0;Assembléia Geral Ordinária e Extraordinária;29/04/2011;02/05/2011      ;Preferencial;Preferencial Classe A;0,04938;2012;10960;SPRINGER
1;Reunião do Conselho de Administração       ;13/02/2012;29/02/2012      ;Ordinária;                     ;0,10214;2012;10960;SPRINGER
2;Reunião do Conselho de Administração       ;13/02/2012;29/02/2012      ;Preferencial;Preferencial Classe A;0,10214;2012;10960;SPRINGER
3;Reunião do Conselho de Administração       ;13/02/2012;29/02/2012      ;Preferencial;Preferencial Classe B;0,11485;2012;10960;SPRINGER
0;Assembléia Geral Ordinária e Extraordinária;12/07/2012;25/07/2012      ;Ordinária;              ;2,12350;2012;11231;TEKNO
1;Assembléia Geral Ordinária e Extraordinária;12/07/2012;25/07/2012      ;Preferencial;              ;2,12350;2012;11231;TEKNO
2;Assembléia Geral Ordinária e Extraordinária;26/04/2012;26/05/2012      ;Ordinária;              ;5,79048;2012;11231;TEKNO
3;Assembléia Geral Ordinária e Extraordinária;26/04/2012;26/05/2012      ;Preferencial;              ;5,79048;2012;11231;TEKNO
4;Assembléia Geral Ordinária e Extraordinária;06/11/2012;27/11/2012      ;Ordinária;              ;1,94700;2012;11231;TEKNO
5;Assembléia Geral Ordinária e Extraordinária;06/11/2012;27/11/2012      ;Preferencial;              ;1,94700;2012;11231;TEKNO
0;Assembléia Geral Ordinária     ;30/04/2012;08/05/2012      ;Ordinária;              ;1,22000;2012;11312;OI
1;Assembléia Geral Ordinária     ;30/04/2012;08/05/2012      ;Preferencial;              ;1,22000;2012;11312;OI
2;Assembléia Geral Extraordinária;10/08/2012;27/08/2012      ;Ordinária;              ;0,31000;2012;11312;OI
3;Assembléia Geral Extraordinária;10/08/2012;27/08/2012      ;Preferencial;              ;0,31000;2012;11312;OI
0;Assembléia Geral Ordinária;30/04/2013;30/12/2013      ;Preferencial;Preferencial Classe A;4.146.992,01000;2012;11398;CRISTAL
1;Assembléia Geral Ordinária;30/04/2013;30/12/2013      ;Ordinária;                     ;7.281.424,23000;2012;11398;CRISTAL
2;Assembléia Geral Ordinária;30/04/2013;30/12/2013      ;Preferencial;Preferencial Classe B;6.753.851,30000;2012;11398;CRISTAL
0;Reunião do Conselho de Administração;27/02/2012;01/08/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
1;Reunião do Conselho de Administração;27/02/2012;01/08/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
2;Reunião do Conselho de Administração;27/02/2012;03/09/2012      ;Ordinária;              ;0,02510;2012;1155;BANESTES
3;Reunião do Conselho de Administração;27/02/2012;03/09/2012      ;Preferencial;              ;0,02510;2012;1155;BANESTES
4;Reunião do Conselho de Administração;27/02/2012;01/10/2012      ;Ordinária;              ;0,00251;2012;1155;BANESTES
5;Reunião do Conselho de Administração;27/02/2012;01/10/2012      ;Preferencial;              ;0,00251;2012;1155;BANESTES
6;Reunião do Conselho de Administração;27/02/2012;01/11/2012      ;Ordinária;              ;0,00251;2012;1155;BANESTES
7;Reunião do Conselho de Administração;27/02/2012;01/11/2012      ;Preferencial;              ;0,00251;2012;1155;BANESTES
8;Reunião do Conselho de Administração;27/02/2012;03/12/2012      ;Ordinária;              ;0,00251;2012;1155;BANESTES
9;Reunião do Conselho de Administração;27/02/2012;03/12/2012      ;Preferencial;              ;0,00251;2012;1155;BANESTES
10;Reunião do Conselho de Administração;25/01/2011;02/01/2012      ;Ordinária;              ;0,02593;2012;1155;BANESTES
11;Reunião do Conselho de Administração;25/01/2011;02/01/2012      ;Preferencial;              ;0,02593;2012;1155;BANESTES
12;Reunião do Conselho de Administração;25/01/2011;01/02/2012      ;Ordinária;              ;0,02593;2012;1155;BANESTES
13;Reunião do Conselho de Administração;25/01/2011;01/02/2012      ;Preferencial;              ;0,02593;2012;1155;BANESTES
14;Reunião do Conselho de Administração;27/02/2012;09/03/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
15;Reunião do Conselho de Administração;27/02/2012;09/03/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
16;Reunião do Conselho de Administração;27/02/2012;02/04/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
17;Reunião do Conselho de Administração;27/02/2012;02/04/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
18;Reunião do Conselho de Administração;27/02/2012;02/05/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
19;Reunião do Conselho de Administração;27/02/2012;02/05/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
20;Reunião do Conselho de Administração;27/02/2012;01/06/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
21;Reunião do Conselho de Administração;27/02/2012;01/06/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
22;Reunião do Conselho de Administração;27/02/2012;02/07/2012      ;Ordinária;              ;0,02739;2012;1155;BANESTES
23;Reunião do Conselho de Administração;27/02/2012;02/07/2012      ;Preferencial;              ;0,02739;2012;1155;BANESTES
0;Reunião do Conselho de Administração;25/04/2012;13/03/2013      ;Ordinária;              ;0,13385;2012;11932;IOCHP-MAXION
1;Reunião do Conselho de Administração;19/12/2012;13/03/2013      ;Ordinária;              ;0,13441;2012;11932;IOCHP-MAXION
2;Reunião do Conselho de Administração;27/02/2013;13/03/2013      ;Ordinária;              ;0,03690;2012;11932;IOCHP-MAXION
0;Reunião do Conselho de Administração;06/05/2008;28/03/2012      ;Ordinária;                     ;0,15839;2012;1210;BANRISUL
1;Reunião do Conselho de Administração;06/05/2008;28/03/2012      ;Preferencial;Preferencial Classe A;0,15839;2012;1210;BANRISUL
2;Reunião do Conselho de Administração;06/05/2008;28/03/2012      ;Preferencial;Preferencial Classe B;0,15839;2012;1210;BANRISUL
3;Assembléia Geral Ordinária          ;30/04/2012;25/05/2012      ;Ordinária;                     ;0,16286;2012;1210;BANRISUL
4;Assembléia Geral Ordinária          ;30/04/2012;25/05/2012      ;Preferencial;Preferencial Classe A;0,17915;2012;1210;BANRISUL
5;Assembléia Geral Ordinária          ;30/04/2012;25/05/2012      ;Preferencial;Preferencial Classe B;0,16286;2012;1210;BANRISUL
6;Reunião do Conselho de Administração;06/05/2008;29/06/2012      ;Ordinária;                     ;0,16055;2012;1210;BANRISUL
7;Reunião do Conselho de Administração;06/05/2008;29/06/2012      ;Preferencial;Preferencial Classe A;0,16055;2012;1210;BANRISUL
8;Reunião do Conselho de Administração;06/05/2008;29/06/2012      ;Preferencial;Preferencial Classe B;0,16055;2012;1210;BANRISUL
9;Reunião do Conselho de Administração;06/05/2008;27/09/2012      ;Ordinária;                     ;0,14870;2012;1210;BANRISUL
10;Reunião do Conselho de Administração;06/05/2008;27/09/2012      ;Preferencial;Preferencial Classe A;0,14870;2012;1210;BANRISUL
11;Reunião do Conselho de Administração;06/05/2008;27/09/2012      ;Preferencial;Preferencial Classe B;0,14870;2012;1210;BANRISUL
12;Reunião do Conselho de Administração;06/05/2008;14/12/2012      ;Ordinária;                     ;0,15184;2012;1210;BANRISUL
13;Reunião do Conselho de Administração;06/05/2008;14/12/2012      ;Preferencial;Preferencial Classe A;0,16244;2012;1210;BANRISUL
14;Reunião do Conselho de Administração;06/05/2008;14/12/2012      ;Preferencial;Preferencial Classe B;0,15184;2012;1210;BANRISUL
15;Reunião do Conselho de Administração;11/12/2012;28/12/2012      ;Ordinária;                     ;0,09772;2012;1210;BANRISUL
16;Reunião do Conselho de Administração;11/12/2012;28/12/2012      ;Preferencial;Preferencial Classe A;0,10749;2012;1210;BANRISUL
17;Reunião do Conselho de Administração;11/12/2012;28/12/2012      ;Preferencial;Preferencial Classe B;0,09772;2012;1210;BANRISUL
0;Assembléia Geral Ordinária          ;03/04/2012;23/04/2012      ;Ordinária;              ;0,08474;2012;12653;KLABIN SA
1;Assembléia Geral Ordinária          ;03/04/2012;23/04/2012      ;Preferencial;              ;0,09326;2012;12653;KLABIN SA
2;Reunião do Conselho de Administração;27/06/2012;19/07/2012      ;Ordinária;              ;0,12702;2012;12653;KLABIN SA
3;Reunião do Conselho de Administração;27/06/2012;19/07/2012      ;Preferencial;              ;0,13972;2012;12653;KLABIN SA
4;Reunião do Conselho de Administração;26/10/2012;21/11/2012      ;Ordinária;              ;0,07939;2012;12653;KLABIN SA
5;Reunião do Conselho de Administração;26/10/2012;21/11/2012      ;Preferencial;              ;0,08733;2012;12653;KLABIN SA
6;Proposta                            ;          ;                ;Ordinária;              ;0,08052;2012;12653;KLABIN SA
7;Proposta                            ;          ;                ;Preferencial;              ;0,08857;2012;12653;KLABIN SA
0;Reunião do Conselho de Administração;08/02/2012;13/03/2012      ;Ordinária;              ;0,25000;2012;1325;MERC BRASIL
1;Reunião do Conselho de Administração;08/02/2012;13/03/2012      ;Preferencial;              ;0,27500;2012;1325;MERC BRASIL
